Case,Activity,Timestamp,Department,Resource,System
4556,New online application received,2017-06-01 13:12:14.739,Department4,Res1_in_Department4,System3
4557,New online application received,2017-06-01 13:25:41.391,Department4,Res0_in_Department4,System3
4558,New online application received,2017-06-01 13:43:42.235,Department4,Res4_in_Department4,System3
4559,New online application received,2017-06-01 13:43:44.374,Department4,Res2_in_Department4,System3
456,New online application received,2017-03-20 14:36:27.338,Department4,Res2_in_Department4,System3
4560,New online application received,2017-06-01 13:59:35.336,Department4,Res1_in_Department4,System3
4561,New online application received,2017-06-01 14:01:43.728,Department4,Res3_in_Department4,System3
4562,New online application received,2017-06-01 14:15:05.966,Department4,Res1_in_Department4,System3
4563,New online application received,2017-06-01 14:21:22.183,Department4,Res0_in_Department4,System3
4564,New online application received,2017-06-01 14:24:05.966,Department4,Res4_in_Department4,System3
4565,New online application received,2017-06-01 14:24:39.889,Department4,Res2_in_Department4,System3
4566,New online application received,2017-06-01 14:31:12.613,Department4,Res1_in_Department4,System3
4567,New online application received,2017-06-01 14:31:45.865,Department4,Res4_in_Department4,System3
4568,New online application received,2017-06-01 14:35:03.222,Department4,Res0_in_Department4,System3
4569,New online application received,2017-06-01 14:40:21.910,Department4,Res2_in_Department4,System3
457,New online application received,2017-03-20 14:39:00.811,Department4,Res1_in_Department4,System3
4570,New online application received,2017-06-01 14:47:46.102,Department4,Res0_in_Department4,System3
4571,New online application received,2017-06-01 15:17:34.119,Department4,Res4_in_Department4,System3
4572,New online application received,2017-06-01 15:21:57.894,Department4,Res2_in_Department4,System3
4573,New online application received,2017-06-01 15:22:07.223,Department4,Res0_in_Department4,System3
4574,New online application received,2017-06-01 15:29:38.075,Department4,Res2_in_Department4,System3
4575,New online application received,2017-06-01 15:32:30.310,Department4,Res3_in_Department4,System3
4576,New online application received,2017-06-01 15:39:58.746,Department4,Res1_in_Department4,System3
4577,New online application received,2017-06-01 15:44:14.235,Department4,Res4_in_Department4,System3
4578,New online application received,2017-06-01 15:52:43.856,Department4,Res1_in_Department4,System3
4579,New online application received,2017-06-01 15:54:46.163,Department4,Res4_in_Department4,System3
458,New online application received,2017-03-20 14:48:37.671,Department4,Res1_in_Department4,System3
4580,New online application received,2017-06-01 16:04:35.178,Department4,Res2_in_Department4,System3
4581,New online application received,2017-06-01 16:18:18.281,Department4,Res1_in_Department4,System3
4582,New online application received,2017-06-01 16:18:40.085,Department4,Res2_in_Department4,System3
4583,New online application received,2017-06-01 16:19:49.686,Department4,Res0_in_Department4,System3
4584,New online application received,2017-06-01 16:23:21.951,Department4,Res1_in_Department4,System3
4585,New online application received,2017-06-01 16:25:32.625,Department4,Res4_in_Department4,System3
4586,New online application received,2017-06-01 16:26:58.745,Department4,Res2_in_Department4,System3
4587,New online application received,2017-06-01 16:32:04.983,Department4,Res0_in_Department4,System3
4588,New online application received,2017-06-01 16:34:47.749,Department4,Res1_in_Department4,System3
4589,New online application received,2017-06-01 16:37:23.494,Department4,Res3_in_Department4,System3
459,New online application received,2017-03-20 14:50:16.616,Department4,Res3_in_Department4,System3
4590,New online application received,2017-06-01 16:39:06.002,Department4,Res2_in_Department4,System3
4591,New online application received,2017-06-01 16:42:24.590,Department4,Res2_in_Department4,System3
4592,New online application received,2017-06-01 16:42:33.428,Department4,Res1_in_Department4,System3
4593,New online application received,2017-06-01 17:08:09.646,Department4,Res1_in_Department4,System3
4594,New online application received,2017-06-01 17:08:29.168,Department4,Res2_in_Department4,System3
4595,New online application received,2017-06-01 17:09:51.492,Department4,Res4_in_Department4,System3
4596,New online application received,2017-06-01 17:12:33.322,Department4,Res2_in_Department4,System3
4597,New online application received,2017-06-01 17:14:51.802,Department4,Res1_in_Department4,System3
4598,New online application received,2017-06-01 17:17:34.604,Department4,Res4_in_Department4,System3
4599,New online application received,2017-06-01 17:18:23.633,Department4,Res1_in_Department4,System3
46,New online application received,2017-03-13 15:12:15.310,Department4,Res4_in_Department4,System3
460,New online application received,2017-03-20 14:51:35.411,Department4,Res1_in_Department4,System3
4600,New online application received,2017-06-01 17:37:29.230,Department4,Res3_in_Department4,System3
4601,New online application received,2017-06-01 17:45:20.980,Department4,Res1_in_Department4,System3
4602,New online application received,2017-06-01 17:48:44.851,Department4,Res0_in_Department4,System3
4603,New online application received,2017-06-01 17:56:36.730,Department4,Res2_in_Department4,System3
4604,New online application received,2017-06-01 17:59:55.631,Department4,Res4_in_Department4,System3
4605,New online application received,2017-06-01 18:00:02.756,Department4,Res3_in_Department4,System3
4606,New online application received,2017-06-01 18:04:48.909,Department4,Res2_in_Department4,System3
4607,New online application received,2017-06-01 18:12:38.170,Department4,Res1_in_Department4,System3
4608,New online application received,2017-06-01 18:13:34.340,Department4,Res0_in_Department4,System3
4609,New online application received,2017-06-01 18:13:57.370,Department4,Res1_in_Department4,System3
461,New online application received,2017-03-20 14:51:40.765,Department4,Res0_in_Department4,System3
4610,New online application received,2017-06-01 18:38:27.831,Department4,Res3_in_Department4,System3
4611,New online application received,2017-06-01 18:47:22.750,Department4,Res4_in_Department4,System3
4612,New online application received,2017-06-02 11:03:16.937,Department4,Res1_in_Department4,System3
4613,New online application received,2017-06-02 11:22:30.015,Department4,Res0_in_Department4,System3
4614,New online application received,2017-06-02 11:29:02.721,Department4,Res0_in_Department4,System3
4615,New online application received,2017-06-02 11:38:42.165,Department4,Res3_in_Department4,System3
4616,New online application received,2017-06-02 11:43:25.701,Department4,Res4_in_Department4,System3
4617,New online application received,2017-06-02 11:45:35.922,Department4,Res2_in_Department4,System3
4618,New online application received,2017-06-02 11:46:37.982,Department4,Res1_in_Department4,System3
4619,New online application received,2017-06-02 11:51:07.930,Department4,Res3_in_Department4,System3
462,New online application received,2017-03-20 14:55:30.408,Department4,Res1_in_Department4,System3
4620,New online application received,2017-06-02 11:52:32.835,Department4,Res4_in_Department4,System3
4621,New online application received,2017-06-02 11:53:39.303,Department4,Res2_in_Department4,System3
4622,New online application received,2017-06-02 11:53:42.790,Department4,Res2_in_Department4,System3
4623,New online application received,2017-06-02 11:55:44.304,Department4,Res2_in_Department4,System3
4624,New online application received,2017-06-02 11:58:02.800,Department4,Res1_in_Department4,System3
4625,New online application received,2017-06-02 11:58:21.665,Department4,Res0_in_Department4,System3
4626,New online application received,2017-06-02 12:00:42.694,Department4,Res1_in_Department4,System3
4627,New online application received,2017-06-02 12:01:05.542,Department4,Res1_in_Department4,System3
4628,New online application received,2017-06-02 12:01:54.529,Department4,Res2_in_Department4,System3
4629,New online application received,2017-06-02 12:02:07.951,Department4,Res1_in_Department4,System3
463,New online application received,2017-03-20 15:01:23.555,Department4,Res3_in_Department4,System3
4630,New online application received,2017-06-02 12:04:08.927,Department4,Res2_in_Department4,System3
4631,New online application received,2017-06-02 12:07:51.960,Department4,Res0_in_Department4,System3
4632,New online application received,2017-06-02 12:09:39.346,Department4,Res2_in_Department4,System3
4633,New online application received,2017-06-02 12:11:29.407,Department4,Res3_in_Department4,System3
4634,New online application received,2017-06-02 12:27:20.820,Department4,Res0_in_Department4,System3
4635,New online application received,2017-06-02 12:28:11.816,Department4,Res3_in_Department4,System3
4636,New online application received,2017-06-02 13:10:15.556,Department4,Res3_in_Department4,System3
4637,New online application received,2017-06-02 13:12:30.256,Department4,Res2_in_Department4,System3
4638,New online application received,2017-06-02 13:40:54.115,Department4,Res4_in_Department4,System3
4639,New online application received,2017-06-02 13:45:13.309,Department4,Res3_in_Department4,System3
464,New online application received,2017-03-20 15:22:11.470,Department4,Res3_in_Department4,System3
4640,New online application received,2017-06-02 13:52:54.357,Department4,Res2_in_Department4,System3
4641,New online application received,2017-06-02 14:00:53.451,Department4,Res4_in_Department4,System3
4642,New online application received,2017-06-02 14:07:53.473,Department4,Res3_in_Department4,System3
